Date,Country,Confirmed,Recovered,Deaths,Active,DailyConfirmed,DailyDeaths
2020-01-22,Germany,0,0,0,0,0.0,0.0
2020-01-23,Germany,0,0,0,0,0.0,0.0
2020-01-24,Germany,0,0,0,0,0.0,0.0
2020-01-25,Germany,0,0,0,0,0.0,0.0
2020-01-26,Germany,0,0,0,0,0.0,0.0
2020-01-27,Germany,1,0,0,1,1.0,0.0
2020-01-28,Germany,4,0,0,4,3.0,0.0
2020-01-29,Germany,4,0,0,4,0.0,0.0
2020-01-30,Germany,4,0,0,4,0.0,0.0
2020-01-31,Germany,5,0,0,5,1.0,0.0
2020-02-01,Germany,8,0,0,8,3.0,0.0
2020-02-02,Germany,10,0,0,10,2.0,0.0
2020-02-03,Germany,12,0,0,12,2.0,0.0
2020-02-04,Germany,12,0,0,12,0.0,0.0
2020-02-05,Germany,12,0,0,12,0.0,0.0
2020-02-06,Germany,12,0,0,12,0.0,0.0
2020-02-07,Germany,13,0,0,13,1.0,0.0
2020-02-08,Germany,13,0,0,13,0.0,0.0
2020-02-09,Germany,14,0,0,14,1.0,0.0
2020-02-10,Germany,14,0,0,14,0.0,0.0
2020-02-11,Germany,16,0,0,16,2.0,0.0
2020-02-12,Germany,16,0,0,16,0.0,0.0
2020-02-13,Germany,16,1,0,15,0.0,0.0
2020-02-14,Germany,16,1,0,15,0.0,0.0
2020-02-15,Germany,16,1,0,15,0.0,0.0
2020-02-16,Germany,16,1,0,15,0.0,0.0
2020-02-17,Germany,16,1,0,15,0.0,0.0
2020-02-18,Germany,16,12,0,4,0.0,0.0
2020-02-19,Germany,16,12,0,4,0.0,0.0
2020-02-20,Germany,16,12,0,4,0.0,0.0
2020-02-21,Germany,16,14,0,2,0.0,0.0
2020-02-22,Germany,16,14,0,2,0.0,0.0
2020-02-23,Germany,16,14,0,2,0.0,0.0
2020-02-24,Germany,16,14,0,2,0.0,0.0
2020-02-25,Germany,16,14,0,2,0.0,0.0
2020-02-26,Germany,21,15,0,6,5.0,0.0
2020-02-27,Germany,26,16,0,10,5.0,0.0
2020-02-28,Germany,53,16,0,37,27.0,0.0
2020-02-29,Germany,66,16,0,50,13.0,0.0
2020-03-01,Germany,117,16,0,101,51.0,0.0
2020-03-02,Germany,150,16,0,134,33.0,0.0
2020-03-03,Germany,188,16,0,172,38.0,0.0
2020-03-04,Germany,240,16,0,224,52.0,0.0
2020-03-05,Germany,349,16,0,333,109.0,0.0
2020-03-06,Germany,534,17,0,517,185.0,0.0
2020-03-07,Germany,684,18,0,666,150.0,0.0
2020-03-08,Germany,847,18,0,829,163.0,0.0
2020-03-09,Germany,1112,18,2,1092,265.0,2.0
2020-03-10,Germany,1296,18,2,1276,184.0,0.0
2020-03-11,Germany,1567,25,3,1539,271.0,1.0
2020-03-12,Germany,2369,25,5,2339,802.0,2.0
2020-03-13,Germany,3062,46,5,3011,693.0,0.0
2020-03-14,Germany,3795,46,8,3741,733.0,3.0
2020-03-15,Germany,4838,46,12,4780,1043.0,4.0
2020-03-16,Germany,6012,67,12,5933,1174.0,0.0
2020-03-17,Germany,7156,67,12,7077,1144.0,0.0
2020-03-18,Germany,8198,105,12,8081,1042.0,0.0
2020-03-19,Germany,10999,113,20,10866,2801.0,8.0
2020-03-20,Germany,13957,180,31,13746,2958.0,11.0
2020-03-21,Germany,16662,233,47,16382,2705.0,16.0
2020-03-22,Germany,18610,266,55,18289,1948.0,8.0
2020-03-23,Germany,22672,266,86,22320,4062.0,31.0
2020-03-24,Germany,27436,3243,114,24079,4764.0,28.0
2020-03-25,Germany,31554,3547,149,27858,4118.0,35.0
2020-03-26,Germany,36508,5673,198,30637,4954.0,49.0
2020-03-27,Germany,42288,6658,253,35377,5780.0,55.0
2020-03-28,Germany,48582,8481,325,39776,6294.0,72.0
2020-03-29,Germany,52547,9211,389,42947,3965.0,64.0
2020-03-30,Germany,57298,13500,455,43343,4751.0,66.0
2020-03-31,Germany,61913,16100,583,45230,4615.0,128.0
2020-04-01,Germany,67366,18700,732,47934,5453.0,149.0
2020-04-02,Germany,73522,22440,872,50210,6156.0,140.0
2020-04-03,Germany,79696,24575,1017,54104,6174.0,145.0
2020-04-04,Germany,85778,26400,1158,58220,6082.0,141.0
2020-04-05,Germany,91714,28700,1342,61672,5936.0,184.0
2020-04-06,Germany,95391,28700,1434,65257,3677.0,92.0
2020-04-07,Germany,99225,36081,1607,61537,3834.0,173.0
2020-04-08,Germany,103228,46300,1861,55067,4003.0,254.0
2020-04-09,Germany,108202,52407,2107,53688,4974.0,246.0
2020-04-10,Germany,113525,53913,2373,57239,5323.0,266.0
2020-04-11,Germany,117658,57400,2544,57714,4133.0,171.0
2020-04-12,Germany,120479,60300,2673,57506,2821.0,129.0
2020-04-13,Germany,123016,64300,2799,55917,2537.0,126.0
2020-04-14,Germany,125098,68200,2969,53929,2082.0,170.0
2020-04-15,Germany,127584,72600,3254,51730,2486.0,285.0
2020-04-16,Germany,130450,77000,3569,49881,2866.0,315.0
2020-04-17,Germany,133830,83114,3868,46848,3380.0,299.0
2020-04-18,Germany,137439,85400,4110,47929,3609.0,242.0
2020-04-19,Germany,139897,88000,4294,47603,2458.0,184.0
2020-04-20,Germany,141672,91500,4404,45768,1775.0,110.0
2020-04-21,Germany,143457,95200,4598,43659,1785.0,194.0
2020-04-22,Germany,145694,99400,4879,41415,2237.0,281.0
2020-04-23,Germany,148046,103300,5094,39652,2352.0,215.0
2020-04-24,Germany,150383,109800,5321,35262,2337.0,227.0
2020-04-25,Germany,152438,109800,5500,37138,2055.0,179.0
2020-04-26,Germany,154175,112000,5640,36535,1737.0,140.0
2020-04-27,Germany,155193,114500,5750,34943,1018.0,110.0
2020-04-28,Germany,156337,117400,5913,33024,1144.0,163.0
2020-04-29,Germany,157641,120400,6115,31126,1304.0,202.0
2020-04-30,Germany,159119,123500,6288,29331,1478.0,173.0
2020-05-01,Germany,160758,126900,6481,27377,1639.0,193.0
2020-05-02,Germany,161703,129000,6575,26128,945.0,94.0
2020-05-03,Germany,162496,130600,6649,25247,793.0,74.0
2020-05-04,Germany,163175,132700,6692,23783,679.0,43.0
2020-05-05,Germany,163860,135100,6831,21929,685.0,139.0
2020-05-06,Germany,164807,139900,6996,17911,947.0,165.0
2020-05-07,Germany,166091,141700,7119,17272,1284.0,123.0
2020-05-08,Germany,167300,141700,7266,18334,1209.0,147.0
2020-05-09,Germany,168551,143300,7369,17882,1251.0,103.0
2020-05-10,Germany,169218,144400,7395,17423,667.0,26.0
2020-05-11,Germany,169575,145617,7417,16541,357.0,22.0
2020-05-12,Germany,170508,147200,7533,15775,933.0,116.0
2020-05-13,Germany,171306,148700,7634,14972,798.0,101.0
2020-05-14,Germany,172239,150300,7723,14216,933.0,89.0
2020-05-15,Germany,173152,151597,7824,13731,913.0,101.0
2020-05-16,Germany,173772,152600,7881,13291,620.0,57.0
2020-05-17,Germany,174355,154011,7914,12430,583.0,33.0
2020-05-18,Germany,174697,155041,7935,11721,342.0,21.0
2020-05-19,Germany,175210,155681,8007,11522,513.0,72.0
2020-05-20,Germany,176007,156966,8090,10951,797.0,83.0
2020-05-21,Germany,176752,158087,8147,10518,745.0,57.0
2020-05-22,Germany,177212,159064,8174,9974,460.0,27.0
2020-05-23,Germany,177850,159716,8216,9918,638.0,42.0
2020-05-24,Germany,178281,160281,8247,9753,431.0,31.0
2020-05-25,Germany,178570,161199,8257,9114,289.0,10.0
2020-05-26,Germany,179002,161967,8302,8733,432.0,45.0
2020-05-27,Germany,179364,162820,8349,8195,362.0,47.0
2020-05-28,Germany,179717,163360,8411,7946,353.0,62.0
2020-05-29,Germany,180458,164245,8450,7763,741.0,39.0
2020-05-30,Germany,181196,164908,8489,7799,738.0,39.0
2020-05-31,Germany,181482,165352,8500,7630,286.0,11.0
2020-06-01,Germany,181815,165632,8511,7672,333.0,11.0
2020-06-02,Germany,182028,166609,8522,6897,213.0,11.0
2020-06-03,Germany,182370,167453,8551,6366,342.0,29.0
2020-06-04,Germany,182764,167909,8581,6274,394.0,30.0
2020-06-05,Germany,183271,168480,8613,6178,507.0,32.0
2020-06-06,Germany,183678,168958,8646,6074,407.0,33.0
2020-06-07,Germany,183979,169224,8668,6087,301.0,22.0
2020-06-08,Germany,184193,169556,8674,5963,214.0,6.0
2020-06-09,Germany,184543,170129,8711,5703,350.0,37.0
2020-06-10,Germany,184861,170630,8729,5502,318.0,18.0
2020-06-11,Germany,185416,170961,8755,5700,555.0,26.0
2020-06-12,Germany,185674,171535,8763,5376,258.0,8.0
2020-06-13,Germany,186022,171970,8781,5271,348.0,18.0
2020-06-14,Germany,186269,172089,8787,5393,247.0,6.0
2020-06-15,Germany,186461,172692,8791,4978,192.0,4.0
2020-06-16,Germany,186839,172842,8800,5197,378.0,9.0
2020-06-17,Germany,187184,173599,8830,4755,345.0,30.0
2020-06-18,Germany,187764,173847,8856,5061,580.0,26.0
2020-06-19,Germany,188534,173972,8872,5690,770.0,16.0
2020-06-20,Germany,189135,174609,8883,5643,601.0,11.0
2020-06-21,Germany,189822,174740,8882,6200,687.0,-1.0
2020-06-22,Germany,190359,175143,8885,6331,537.0,3.0
2020-06-23,Germany,190862,175825,8895,6142,503.0,10.0
2020-06-24,Germany,191449,176422,8914,6113,587.0,19.0
2020-06-25,Germany,192079,176764,8927,6388,630.0,13.0
2020-06-26,Germany,192556,177149,8948,6459,477.0,21.0
2020-06-27,Germany,193243,177518,8954,6771,687.0,6.0
2020-06-28,Germany,193499,177657,8957,6885,256.0,3.0
2020-06-29,Germany,193761,177770,8961,7030,262.0,4.0
2020-06-30,Germany,194259,178100,8973,7186,498.0,12.0
2020-07-01,Germany,194725,179100,8985,6640,466.0,12.0
2020-07-02,Germany,195228,179800,8994,6434,503.0,9.0
2020-07-03,Germany,195674,180300,9003,6371,446.0,9.0
2020-07-04,Germany,196096,181000,9010,6086,422.0,7.0
2020-07-05,Germany,196335,181719,9012,5604,239.0,2.0
2020-07-06,Germany,196554,182160,9016,5378,219.0,4.0
2020-07-07,Germany,196944,182661,9024,5259,390.0,8.0
2020-07-08,Germany,197341,183153,9036,5152,397.0,12.0
2020-07-09,Germany,197783,183728,9048,5007,442.0,12.0
2020-07-10,Germany,198178,184028,9054,5096,395.0,6.0
2020-07-11,Germany,198556,184266,9060,5230,378.0,6.0
2020-07-12,Germany,198804,184414,9063,5327,248.0,3.0
2020-07-13,Germany,198963,185100,9064,4799,159.0,1.0
2020-07-14,Germany,199375,185100,9068,5207,412.0,4.0
2020-07-15,Germany,199726,186000,9071,4655,351.0,3.0
2020-07-16,Germany,200260,186400,9078,4782,534.0,7.0
2020-07-17,Germany,200843,186900,9082,4861,583.0,4.0
2020-07-18,Germany,201372,187200,9083,5089,529.0,1.0
2020-07-19,Germany,201574,187400,9084,5090,202.0,1.0
2020-07-20,Germany,201823,188070,9086,4667,249.0,2.0
2020-07-21,Germany,202345,188221,9090,5034,522.0,4.0
2020-07-22,Germany,202799,188628,9095,5076,454.0,5.0
2020-07-23,Germany,203368,189140,9101,5127,569.0,6.0
2020-07-24,Germany,204183,189696,9111,5376,815.0,10.0
2020-07-25,Germany,204964,189919,9118,5927,781.0,7.0
2020-07-26,Germany,205269,190055,9118,6096,305.0,0.0
2020-07-27,Germany,205609,190314,9118,6177,340.0,0.0
2020-07-28,Germany,206242,190711,9122,6409,633.0,4.0
2020-07-29,Germany,206926,191279,9128,6519,684.0,6.0
2020-07-30,Germany,207828,191551,9134,7143,902.0,6.0
2020-07-31,Germany,208698,191992,9141,7565,870.0,7.0
2020-08-01,Germany,209653,192636,9148,7869,955.0,7.0
2020-08-02,Germany,209893,192908,9141,7844,240.0,-7.0
2020-08-03,Germany,210402,193594,9148,7660,509.0,7.0
2020-08-04,Germany,211281,194173,9156,7952,879.0,8.0
2020-08-05,Germany,212022,194568,9168,8286,741.0,12.0
2020-08-06,Germany,213067,195281,9175,8611,1045.0,7.0
2020-08-07,Germany,214214,195935,9183,9096,1147.0,8.0
2020-08-08,Germany,215336,196550,9195,9591,1122.0,12.0
2020-08-09,Germany,215891,196783,9196,9912,555.0,1.0
2020-08-10,Germany,216327,197382,9197,9748,436.0,1.0
2020-08-11,Germany,217293,198347,9201,9745,966.0,4.0
2020-08-12,Germany,218519,198991,9207,10321,1226.0,6.0
2020-08-13,Germany,219964,199654,9211,11099,1445.0,4.0
2020-08-14,Germany,221413,200440,9225,11748,1449.0,14.0
2020-08-15,Germany,222828,200756,9231,12841,1415.0,6.0
2020-08-16,Germany,223453,201187,9231,13035,625.0,0.0
2020-08-17,Germany,224014,202249,9232,12533,561.0,1.0
2020-08-18,Germany,225404,203677,9236,12491,1390.0,4.0
2020-08-19,Germany,226914,204454,9243,13217,1510.0,7.0
2020-08-20,Germany,228621,205359,9253,14009,1707.0,10.0
2020-08-21,Germany,230048,206656,9260,14132,1427.0,7.0
2020-08-22,Germany,232082,207606,9267,15209,2034.0,7.0
2020-08-23,Germany,232864,207985,9269,15610,782.0,2.0
2020-08-24,Germany,233575,208653,9272,15650,711.0,3.0
2020-08-25,Germany,234853,210333,9277,15243,1278.0,5.0
2020-08-26,Germany,236429,211691,9280,15458,1576.0,3.0
2020-08-27,Germany,237936,212909,9285,15742,1507.0,5.0
2020-08-28,Germany,239507,214186,9288,16033,1571.0,3.0
2020-08-29,Germany,240986,214790,9289,16907,1479.0,1.0
2020-08-30,Germany,241771,215283,9295,17193,785.0,6.0
2020-08-31,Germany,242381,216795,9298,16288,610.0,3.0
2020-09-01,Germany,243599,218403,9302,15894,1218.0,4.0
2020-09-02,Germany,244855,219904,9313,15638,1256.0,11.0
2020-09-03,Germany,246166,221525,9321,15320,1311.0,8.0
2020-09-04,Germany,247619,222802,9322,15495,1453.0,1.0
2020-09-05,Germany,248997,223570,9324,16103,1378.0,2.0
2020-09-06,Germany,249985,224215,9325,16445,988.0,1.0
2020-09-07,Germany,250799,225704,9325,15770,814.0,0.0
2020-09-08,Germany,252298,227379,9329,15590,1499.0,4.0
2020-09-09,Germany,253474,228784,9338,15352,1176.0,9.0
2020-09-10,Germany,255366,230283,9341,15742,1892.0,3.0
2020-09-11,Germany,256850,231349,9342,16159,1484.0,1.0
2020-09-12,Germany,258480,231953,9347,17180,1630.0,5.0
2020-09-13,Germany,259428,232541,9349,17538,948.0,2.0
2020-09-14,Germany,260355,234017,9350,16988,927.0,1.0
2020-09-15,Germany,261762,235112,9362,17288,1407.0,12.0
2020-09-16,Germany,263663,236623,9368,17672,1901.0,6.0
2020-09-17,Germany,265857,238437,9371,18049,2194.0,3.0
2020-09-18,Germany,267773,239654,9378,18741,1916.0,7.0
2020-09-19,Germany,270070,240510,9384,20176,2297.0,6.0
2020-09-20,Germany,271415,241192,9386,20837,1345.0,2.0
2020-09-21,Germany,272337,242656,9386,20295,922.0,0.0
2020-09-22,Germany,274158,244693,9396,20069,1821.0,10.0
2020-09-23,Germany,275927,245706,9409,20812,1769.0,13.0
2020-09-24,Germany,278070,247766,9428,20876,2143.0,19.0
2020-09-25,Germany,280223,249164,9443,21616,2153.0,15.0
2020-09-26,Germany,282730,250104,9452,23174,2507.0,9.0
2020-09-27,Germany,284140,250866,9457,23817,1410.0,5.0
2020-09-28,Germany,285332,252693,9460,23179,1192.0,3.0
2020-09-29,Germany,287421,255212,9471,22738,2089.0,11.0
2020-09-30,Germany,289219,256861,9488,22870,1798.0,17.0
2020-10-01,Germany,291722,258220,9500,24002,2503.0,12.0
2020-10-02,Germany,294395,259722,9508,25165,2673.0,8.0
2020-10-03,Germany,296958,260916,9527,26515,2563.0,19.0
2020-10-04,Germany,299237,262002,9529,27706,2279.0,2.0
2020-10-05,Germany,300619,265624,9534,25461,1382.0,5.0
2020-10-06,Germany,303258,267747,9546,25965,2639.0,12.0
2020-10-07,Germany,306086,269722,9562,26802,2828.0,16.0
2020-10-08,Germany,310144,271960,9578,28606,4058.0,16.0
2020-10-09,Germany,314660,273718,9589,31353,4516.0,11.0
2020-10-10,Germany,319381,274934,9604,34843,4721.0,15.0
2020-10-11,Germany,322864,276983,9615,36266,3483.0,11.0
2020-10-12,Germany,325331,278391,9621,37319,2467.0,6.0
2020-10-13,Germany,329453,280533,9634,39286,4122.0,13.0
2020-10-14,Germany,334585,283656,9677,41252,5132.0,43.0
2020-10-15,Germany,341223,286137,9710,45376,6638.0,33.0
2020-10-16,Germany,348557,289027,9734,49796,7334.0,24.0
2020-10-17,Germany,356387,291129,9767,55491,7830.0,33.0
2020-10-18,Germany,361974,293447,9777,58750,5587.0,10.0
2020-10-19,Germany,366299,296672,9789,59838,4325.0,12.0
2020-10-20,Germany,373167,299743,9836,63588,6868.0,47.0
2020-10-21,Germany,380762,304173,9875,66714,7595.0,39.0
2020-10-22,Germany,392049,308779,9905,73365,11287.0,30.0
2020-10-23,Germany,403291,312347,9954,80990,11242.0,49.0
2020-10-24,Germany,418005,316124,10003,91878,14714.0,49.0
2020-10-25,Germany,429181,320004,10032,99145,11176.0,29.0
2020-10-26,Germany,437866,325052,10056,102758,8685.0,24.0
2020-10-27,Germany,449275,327697,10098,111480,11409.0,42.0
2020-10-28,Germany,464239,336764,10183,117292,14964.0,85.0
2020-10-29,Germany,481013,340436,10272,130305,16774.0,89.0
2020-10-30,Germany,499694,351921,10349,137424,18681.0,77.0
2020-10-31,Germany,518753,356410,10452,151891,19059.0,103.0
2020-11-01,Germany,532930,363545,10481,158904,14177.0,29.0
2020-11-02,Germany,545027,372499,10530,161998,12097.0,49.0
2020-11-03,Germany,560379,373391,10661,176327,15352.0,131.0
2020-11-04,Germany,577593,384012,10812,182769,17214.0,151.0
2020-11-05,Germany,597583,394616,10930,192037,19990.0,118.0
2020-11-06,Germany,619089,405809,11096,202184,21506.0,166.0
2020-11-07,Germany,642488,413484,11226,217778,23399.0,130.0
2020-11-08,Germany,658505,421151,11289,226065,16017.0,63.0
2020-11-09,Germany,671868,443621,11352,216895,13363.0,63.0
2020-11-10,Germany,687200,446402,11506,229292,15332.0,154.0
2020-11-11,Germany,705687,460504,11767,233416,18487.0,261.0
2020-11-12,Germany,727553,474208,11982,241363,21866.0,215.0
2020-11-13,Germany,751095,487913,12200,250982,23542.0,218.0
2020-11-14,Germany,773556,498996,12378,262182,22461.0,178.0
2020-11-15,Germany,790503,505714,12485,272304,16947.0,107.0
2020-11-16,Germany,801327,522313,12547,266467,10824.0,62.0
2020-11-17,Germany,815746,537347,12814,265585,14419.0,267.0
2020-11-18,Germany,833307,554272,13119,265916,17561.0,305.0
2020-11-19,Germany,855916,570961,13370,271585,22609.0,251.0
2020-11-20,Germany,879564,587780,13630,278154,23648.0,260.0
2020-11-21,Germany,902528,600991,13884,287653,22964.0,254.0
2020-11-22,Germany,918269,611627,14022,292620,15741.0,138.0
2020-11-23,Germany,929133,630375,14112,284646,10864.0,90.0
2020-11-24,Germany,942687,649070,14361,279256,13554.0,249.0
2020-11-25,Germany,961320,666373,14771,280176,18633.0,410.0
2020-11-26,Germany,983588,685537,15160,282891,22268.0,389.0
2020-11-27,Germany,1006394,705213,15586,285595,22806.0,426.0
2020-11-28,Germany,1028089,718604,15965,293520,21695.0,379.0
2020-11-29,Germany,1042700,730797,16123,295780,14611.0,158.0
2020-11-30,Germany,1053869,749219,16248,288402,11169.0,125.0
2020-12-01,Germany,1067473,769380,16636,281457,13604.0,388.0
2020-12-02,Germany,1084743,789564,17123,278056,17270.0,487.0
2020-12-03,Germany,1106789,811091,17602,278096,22046.0,479.0
2020-12-04,Germany,1130238,831935,18034,280269,23449.0,432.0
2020-12-05,Germany,1153556,852580,18517,282459,23318.0,483.0
2020-12-06,Germany,1171323,868285,18772,284266,17767.0,255.0
2020-12-07,Germany,1183655,888701,18919,276035,12332.0,147.0
2020-12-08,Germany,1197709,909058,19342,269309,14054.0,423.0
2020-12-09,Germany,1218524,929272,19932,269320,20815.0,590.0
2020-12-10,Germany,1242203,949913,20372,271918,23679.0,440.0
2020-12-11,Germany,1272078,966238,20970,284870,29875.0,598.0
2020-12-12,Germany,1300516,975931,21466,303119,28438.0,496.0
2020-12-13,Germany,1320716,990707,21787,308222,20200.0,321.0
2020-12-14,Germany,1337078,1012077,21975,303026,16362.0,188.0
2020-12-15,Germany,1351510,1031721,22475,297314,14432.0,500.0
2020-12-16,Germany,1379238,1056477,23427,299334,27728.0,952.0
2020-12-17,Germany,1406161,1078944,24125,303092,26923.0,698.0
2020-12-18,Germany,1439938,1095982,24938,319018,33777.0,813.0
2020-12-19,Germany,1471238,1107115,25640,338483,31300.0,702.0
2020-12-20,Germany,1494009,1123725,26049,344235,22771.0,409.0
2020-12-21,Germany,1510652,1147943,26275,336434,16643.0,226.0
2020-12-22,Germany,1530180,1171444,27006,331730,19528.0,731.0
2020-12-23,Germany,1554920,1197472,27968,329480,24740.0,962.0
2020-12-24,Germany,1587115,1220277,28770,338068,32195.0,802.0
2020-12-25,Germany,1612648,1235968,29182,347498,25533.0,412.0
2020-12-26,Germany,1627103,1253285,29422,344396,14455.0,240.0
2020-12-27,Germany,1640858,1272032,29778,339048,13755.0,356.0
2020-12-28,Germany,1651834,1294932,30126,326776,10976.0,348.0
2020-12-29,Germany,1664726,1319757,30978,313991,12892.0,852.0
2020-12-30,Germany,1687185,1345952,32107,309126,22459.0,1129.0
2020-12-31,Germany,1719737,1350708,33071,335958,32552.0,964.0
2021-01-01,Germany,1742661,1388744,33624,320293,22924.0,553.0
2021-01-02,Germany,1755351,1400810,33960,320581,12690.0,336.0
2021-01-03,Germany,1765666,1422151,34272,309243,10315.0,312.0
2021-01-04,Germany,1775513,1445442,34574,295497,9847.0,302.0
2021-01-05,Germany,1787410,1472311,35518,279581,11897.0,944.0
2021-01-06,Germany,1808647,1496182,36537,275928,21237.0,1019.0
2021-01-07,Germany,1835038,1517019,37607,280412,26391.0,1070.0
2021-01-08,Germany,1866887,1533143,38795,294949,31849.0,1188.0
2021-01-09,Germany,1891581,1546206,39878,305497,24694.0,1083.0
2021-01-10,Germany,1908527,1566907,40343,301277,16946.0,465.0
2021-01-11,Germany,1921024,1590171,40686,290167,12497.0,343.0
2021-01-12,Germany,1933826,1616761,41577,275488,12802.0,891.0
2021-01-13,Germany,1953426,1640682,42637,270107,19600.0,1060.0
2021-01-14,Germany,1978590,1661394,43881,273315,25164.0,1244.0
2021-01-15,Germany,2000958,1664176,44994,291788,22368.0,1113.0
2021-01-16,Germany,2019636,1680479,45974,293183,18678.0,980.0
2021-01-17,Germany,2033518,1709540,46419,277559,13882.0,445.0
2021-01-18,Germany,2040659,1713196,46633,280830,7141.0,214.0
2021-01-19,Germany,2052028,1757713,47622,246693,11369.0,989.0
2021-01-20,Germany,2068002,1778319,48770,240913,15974.0,1148.0
2021-01-21,Germany,2088400,1797648,49783,240969,20398.0,1013.0
2021-01-22,Germany,2106262,1813894,50642,241726,17862.0,859.0
2021-01-23,Germany,2122679,1826161,51521,244997,16417.0,879.0
2021-01-24,Germany,2134936,1840970,51870,242096,12257.0,349.0
2021-01-25,Germany,2141665,1859936,52087,229642,6729.0,217.0
2021-01-26,Germany,2148077,1881933,52990,213154,6412.0,903.0
2021-01-27,Germany,2161275,1881933,53972,225370,13198.0,982.0
2021-01-28,Germany,2178828,1915501,54913,208414,17553.0,941.0
2021-01-29,Germany,2192850,1917964,55752,219134,14022.0,839.0
2021-01-30,Germany,2205171,1938929,56546,209696,12321.0,794.0
2021-01-31,Germany,2216363,1940046,56945,219372,11192.0,399.0
2021-02-01,Germany,2221971,1967132,57120,197719,5608.0,175.0
2021-02-02,Germany,2228085,1986214,57981,183890,6114.0,861.0
2021-02-03,Germany,2237790,2003831,58956,175003,9705.0,975.0
2021-02-04,Germany,2252001,2020303,59742,171956,14211.0,786.0
2021-02-05,Germany,2264909,2033168,60597,171144,12908.0,855.0
2021-02-06,Germany,2275394,2041988,61286,172120,10485.0,689.0
2021-02-07,Germany,2284010,2052656,61517,169837,8616.0,231.0
2021-02-08,Germany,2288545,2054340,61675,172530,4535.0,158.0
2021-02-09,Germany,2291924,2081966,62156,147802,3379.0,481.0
2021-02-10,Germany,2299996,2096775,62969,140252,8072.0,813.0
2021-02-11,Germany,2310233,2109508,63635,137090,10237.0,666.0
2021-02-12,Germany,2320093,2120342,64191,135560,9860.0,556.0
2021-02-13,Germany,2328447,2128002,64742,135703,8354.0,551.0
2021-02-14,Germany,2334561,2136933,64960,132668,6114.0,218.0
2021-02-15,Germany,2338987,2148269,65076,125642,4426.0,116.0
2021-02-16,Germany,2342843,2161100,65604,116139,3856.0,528.0
2021-02-17,Germany,2350399,2172312,66164,111923,7556.0,560.0
2021-02-18,Germany,2360606,2182370,66698,111538,10207.0,534.0
2021-02-19,Germany,2369719,2191208,67206,111305,9113.0,508.0
2021-02-20,Germany,2378883,2197065,67696,114122,9164.0,490.0
2021-02-21,Germany,2386559,2204110,67841,114608,7676.0,145.0
2021-02-22,Germany,2390928,2212439,67903,110586,4369.0,62.0
2021-02-23,Germany,2394811,2221972,68318,104521,3883.0,415.0
2021-02-24,Germany,2402818,2231073,68740,103005,8007.0,422.0
2021-02-25,Germany,2414687,2232050,69125,113512,11869.0,385.0
2021-02-26,Germany,2424684,2247173,69519,107992,9997.0,394.0
2021-02-27,Germany,2434446,2252970,69888,111588,9762.0,369.0
2021-02-28,Germany,2442336,2259548,70045,112743,7890.0,157.0
2021-03-01,Germany,2447068,2260719,70105,116244,4732.0,60.0
2021-03-02,Germany,2451011,2277626,70463,102922,3943.0,358.0
2021-03-03,Germany,2460030,2286728,70881,102421,9019.0,418.0
2021-03-04,Germany,2471942,2295405,71240,105297,11912.0,359.0
2021-03-05,Germany,2482522,2302899,71504,108119,10580.0,264.0
2021-03-06,Germany,2492079,2308094,71804,112181,9557.0,300.0
2021-03-07,Germany,2500182,2314400,71900,113882,8103.0,96.0
2021-03-08,Germany,2505193,2322734,71934,110525,5011.0,34.0
2021-03-09,Germany,2509445,2331890,72189,105366,4252.0,255.0
2021-03-10,Germany,2518591,2340473,72489,105629,9146.0,300.0
2021-03-11,Germany,2532947,2349384,72810,110753,14356.0,321.0
2021-03-12,Germany,2545781,2356590,73062,116129,12834.0,252.0
2021-03-13,Germany,2558455,2357374,73301,127780,12674.0,239.0
2021-03-14,Germany,2569245,2368995,73371,126879,10790.0,70.0
2021-03-15,Germany,2575849,2377584,73418,124847,6604.0,47.0
2021-03-16,Germany,2581329,2387232,73656,120441,5480.0,238.0
2021-03-17,Germany,2594764,2387743,73905,133116,13435.0,249.0
